C1305486145,1,node
C840083671,1,node
C1420196421,1,node
C2101527076,1,node
C137533655,1,node
C1118430673,1,node
C749981943,1,node
C1334405552,1,node
C467632528,1,node
C1364127192,1,node
C1635772897,1,node
C669700766,1,node
C1275464847,1,node
C13692003,1,node
C1872047468,1,node
C1499825229,1,node
C1093223281,1,node
C77163673,1,node
C1440057381,1,node
C430329518,1,node
C140702728,1,node
C395257482,1,node
C1375503918,1,node
C175961135,1,node
C1134864869,1,node
C1984954272,1,node
C1247938090,1,node
C2126545173,1,node
C553264065,1,node
C38997010,1,node
C972765878,1,node
C1007251739,1,node
C1848415041,1,node
C339924917,1,node
C667346055,1,node
C431687661,1,node
C716083600,1,node
C1136419747,1,node
C1983025922,1,node
C1384210339,1,node
C1364913072,1,node
C297927961,1,node
C116289363,1,node
C2100440237,1,node
C2063275841,1,node
C644345897,1,node
C268086000,1,node
C991505714,1,node
C634210724,1,node
C1032986144,1,node
C234430897,1,node
C1711105800,1,node
C118648358,1,node
C124540047,1,node
C1002031672,1,node
C573200870,1,node
C1231006815,0,node
C1666544295,0,node
C2048537720,0,node
C90045638,0,node
C154988899,0,node
C1912850431,0,node
C1265012928,0,node
C712410124,0,node
C1900366749,0,node
C249177573,0,node
C1648232591,0,node
C1716932897,0,node
C1026483832,0,node
C905080434,0,node
C761750706,0,node
C1237762639,0,node
C2033524545,0,node
C1670993182,0,node
C20804602,0,node
C1566511282,0,node
C1959239586,0,node
C504336483,0,node
C1984094095,0,node
C1043358826,0,node
C1671590089,0,node
C1053967012,0,node
C1632497828,0,node
C764826684,0,node
C2103763750,0,node
C215078753,0,node
C840514538,0,node
C1768242710,0,node
C247113419,0,node
C1238616099,0,node
C1608633989,0,node
C923341586,0,node
C1470868839,0,node
C711197015,0,node
C1481594086,0,node
C1466917878,0,node
C768216420,0,node
C260084831,0,node
C598357562,0,node
C1440738283,0,node
C484199463,0,node
C1570470538,0,node
C512549200,0,node
C1615801298,0,node
C460570271,0,node
C2072313080,0,node
C816944408,0,node
C912966811,0,node
C1458621573,0,node
C46941357,0,node
C343345308,0,node
C104716441,0,node
C1976401987,0,node
C867288517,0,node
C1528834618,0,node
C280615803,0,node
C166694583,0,node
C885910946,0,node
C811207775,0,node
C1161148117,0,node
C1131592118,0,node
C1262609629,0,node
C1955990522,0,node
C69673470,0,node
C527211736,0,node
C1533123860,0,node
C1718906711,0,node
C71802912,0,node
C686349795,0,node
C1423768154,0,node
C1987977423,0,node
C807322507,0,node
C283039401,0,node
C207471778,0,node
C1243171897,0,node
C1376151044,0,node
C873175411,0,node
C1443967876,0,node
C1449772539,0,node
C926859124,0,node
C1603696865,0,node
C12905860,0,node
C412788346,0,node
C1520267010,0,node
C908084672,0,node
C288306765,0,node
C1556867940,0,node
C1839168128,0,node
C1495608502,0,node
C835773569,0,node
C843299092,0,node
C605982374,0,node
C1412322831,0,node
C1305004711,0,node
C1003206025,0,node
C806813022,0,node
C1406206626,0,node
C1799230133,0,node
C20156341,0,node
C1509309988,0,node
C2091072548,0,node
C263053820,0,node
C1740826931,0,node
C69062746,0,node
C1631227617,0,node
C24650043,0,node
C1896074070,0,node
C460741164,0,node
C781091365,0,node
C1858015030,0,node
C671596011,0,node
C1687354037,0,node
C743778731,0,node
C967323951,0,node
C743648472,0,node
C1368862151,0,node
C922807452,0,node
C1494346128,0,node
C822087264,0,node
C38603201,0,node
C1694784135,0,node
C1207231495,0,node
C1221981006,0,node
C1878413714,0,node
C1257299717,0,node
C181252244,0,node
C722417467,0,node
C753631393,0,node
C1262869688,0,node
C544386226,0,node
C900298796,0,node
C1166106620,0,node
C221861886,0,node
C697508322,0,node
C603658030,0,node
C361380654,0,node
C1579132337,0,node
C1795225096,0,node
C1048712791,0,node
C1909398279,0,node
C1338905451,0,node
C1252540239,0,node
C1136005694,0,node
C426019904,0,node
C1642679791,0,node
C855700733,0,node
C247162961,0,node
C1890266440,0,node
C1527152775,0,node
C1863655430,0,node
C976827477,0,node
C324112183,0,node
C2092709730,0,node
C980364771,0,node
C1233595751,0,node
C1446001495,0,node
C1261044180,0,node
C141110631,0,node
C2029372696,0,node
C793293778,0,node
C888611662,0,node
C1966355106,0,node
C599782425,0,node
C1233327519,0,node
C1155769010,0,node
C269892014,0,node
C1280641161,0,node
C489411441,0,node
C1141113940,0,node
C1711185459,0,node
C25936709,0,node
C1123559518,0,node
C649769713,0,node
C925150995,0,node
C1760219993,0,node
C1800649922,0,node
C403547747,0,node
C172215878,0,node
C873309260,0,node
C1112456099,0,node
C923083575,0,node
C589363823,0,node
C2052457859,0,node
C1299327689,0,node
C1408279755,0,node
C2007486296,0,node
C1033348658,0,node
C1634723627,0,node
C938463537,0,node
C2121995675,0,node
C2120063568,0,node
C1620409359,0,node
C691691381,0,node
C264978436,0,node
C500618423,0,node
C1458091526,0,node
C768776793,0,node
C2018260103,0,node
C1393828949,0,node
C1088417975,0,node
C2036775591,0,node
C1620529408,0,node
C307488715,0,node
C758572926,0,node
C1640612861,0,node
C990679445,0,node
C913065088,0,node
C746280996,0,node
C50503805,0,node
C1557989809,0,node
C146874094,0,node
C2123222442,0,node
C1746570062,0,node
C1544078442,0,node
C1887699190,0,node
C1108889615,0,node
C455888635,0,node
C204322447,0,node
C1164365897,0,node
C3565780,0,node
C1865219266,0,node
C1278002745,0,node
C214649627,0,node
C15477956,0,node
C2082351661,0,node
C859690270,0,node
C1389774257,0,node
C553759818,0,node
C751021317,0,node
C294658299,0,node
C201677908,0,node
C635611994,0,node
C1930903395,0,node
C1700721442,0,node
C872522004,0,node
C1110698130,0,node
C1053632127,0,node
C89509666,0,node
C1016856028,0,node
C832292933,0,node
C792855998,0,node
C1003755748,0,node
C1805164661,0,node
C896138248,0,node
C243575009,0,node
C1454026445,0,node
C892931811,0,node
C1574873161,0,node
C600958416,0,node
C1492875057,0,node
C1068945248,0,node
C882646447,0,node
C79290250,0,node
C1586151649,0,node
C1767230265,0,node
C727666004,0,node
C414225167,0,node
C975033189,0,node
C628064884,0,node
C1389509050,0,node
C1761217448,0,node
C788905599,0,node
C1544614339,0,node
C2059592603,0,node
C1688782916,0,node
C1390301622,0,node
C973936431,0,node
C1756207614,0,node
C2015301874,0,node
C712627377,0,node
C399373008,0,node
C1936550492,0,node
C594651850,0,node
C1532139270,0,node
C1677568775,0,node
C2069500590,0,node
C1431556341,0,node
C452364286,0,node
C350069300,0,node
C1060703587,0,node
C1957078537,0,node
C1514214932,0,node
C594858858,0,node
C1423016050,0,node
C1202042637,0,node
C440736059,0,node
C1384563514,0,node
C1548946718,0,node
C140404585,0,node
C207546206,0,node
C200404000,0,node
C191945292,0,node
C1317375498,0,node
C1130346421,0,node
C192428201,0,node
C1768882706,0,node
C472991420,0,node
C1202220987,0,node
C425015667,0,node
C2075568954,0,node
C1279740095,0,node
C2095677157,0,node
C1943855334,0,node
C847320212,0,node
C1406848276,0,node
C785306763,0,node
C1123236701,0,node
C79161706,0,node
C1057468716,0,node
C1888924788,0,node
C1016633682,0,node
C1027319653,0,node
C1561745898,0,node
C424786033,0,node
C867093003,0,node
C1470911015,0,node
C244872973,0,node
C795748540,0,node
C837073696,0,node
C416201381,0,node
C1985938863,0,node
C1660325375,0,node
C334593716,0,node
C487416600,0,node
C1271041075,0,node
C1544895390,0,node
C1971991758,0,node
C201274566,0,node
C354605216,0,node
C1447353473,0,node
C611289995,0,node
C1129433283,0,node
C1810518740,0,node
C1547883191,0,node
C1528769018,0,node
C1089930529,0,node
C1429483328,0,node
C1927963027,0,node
C833240229,0,node
C1167088639,0,node
C191568263,0,node
C751608431,0,node
C893640573,0,node
C893523498,0,node
C1108517064,0,node
C511354923,0,node
C992743048,0,node
C1540894701,0,node
C203149502,0,node
C1198197478,0,node
C476579021,0,node
C106297322,0,node
C1419332030,0,node
C1262110193,0,node
C396918327,0,node
C1055601039,0,node
C547441493,0,node
C967677821,0,node
C1839206329,0,node
C169880779,0,node
C552674617,0,node
C1974622245,0,node
C402808045,0,node
C332365138,0,node
C977160959,0,node
C1563053805,0,node
C1464177809,0,node
C1057507014,0,node
C2007599722,0,node
C2029780820,0,node
C65080774,0,node
C2116179210,0,node
C1172535934,0,node
C1648700617,0,node
C1765900922,0,node
C94830685,0,node
C1539947037,0,node
C270661321,0,node
C1217312754,0,node
C1099552523,0,node
C1047934137,0,node
C1862994526,0,node
C1614133563,0,node
C839771540,0,node
C1037163664,0,node
C180316302,0,node
C1200546947,0,node
C443713699,0,node
C695530017,0,node
C1493042329,0,node
C1751403001,0,node
C1717433286,0,node
C1756819670,0,node
C1078262677,0,node
C178604517,0,node
C57624756,0,node
C1543518287,0,node
C998242313,0,node
C464872674,0,node
C1659286984,0,node
C1064905627,0,node
C2072130509,0,node
C1260440107,0,node
C482307698,0,node
C1793899405,0,node
C1765702,0,node
C1302725372,0,node
C713898436,0,node
C632475595,0,node
C1920305914,0,node
C263833514,0,node
C1278839936,0,node
C2143739483,0,node
C565881091,0,node
C1618984457,0,node
C1621254922,0,node
C702500163,0,node
C1574509514,0,node
C1087072654,0,node
C864221358,0,node
C1617174216,0,node
C1979080261,0,node
C1860886124,0,node
C1250499735,0,node
C173791568,0,node
C1293462056,0,node
C1966670937,0,node
C2002174925,0,node
C588449070,0,node
C735228558,0,node
C376725601,0,node
C1476235721,0,node
C1828508781,0,node
C1376017854,0,node
C1552870927,0,node
C1448805967,0,node
C641882263,0,node
C1930837320,0,node
C1489193907,0,node
C1453606810,0,node
C1645624121,0,node
C547923534,0,node
C1660223291,0,node
C379124840,0,node
C1157943921,0,node
C544966217,0,node
C1706272858,0,node
C882471736,0,node
C1475192960,0,node
C727197178,0,node
C1406253491,0,node
C749604930,0,node
C373097727,0,node
C2082509879,0,node
C576894497,0,node
C2123533871,0,node
C16148478,0,node
C2022689531,0,node
C1340848245,0,node
C635610193,0,node
C379121284,0,node
C281421502,0,node
C50072771,0,node
C848097505,0,node
C1672598778,0,node
C1122233828,0,node
C538667887,0,node
C1967496309,0,node
C406749219,0,node
C1173340685,0,node
C1045731788,0,node
C1739267143,0,node
C192456457,0,node
C817689537,0,node
C708613859,0,node
C365625031,0,node
C1531200408,0,node
C212963786,0,node
C1123321137,0,node
C685934,0,node
C2032909428,0,node
C2031377754,0,node
C523211332,0,node
C1280124872,0,node
C1747053097,0,node
C864326906,0,node
C1348115836,0,node
C1972143064,0,node
C312168418,0,node
C95369743,0,node
C26928827,0,node
C278476563,0,node
C615954678,0,node
C1926180325,0,node
C1594039997,0,node
C1170788511,0,node
C347091104,0,node
C1110195322,0,node
C226690498,0,node
C1976602906,0,node
C1624351535,0,node
C582300198,0,node
C533415944,0,node
C1086849943,0,node
C1265053098,0,node
C235370598,0,node
C2083217543,0,node
C177104018,0,node
C478139423,0,node
C997695567,0,node
C2066892165,0,node
C48305285,0,node
C1714378342,0,node
C93798665,0,node
C519303080,0,node
C1871680329,0,node
C1976166251,0,node
C1547398254,0,node
C1979055448,0,node
C934740803,0,node
C812143047,0,node
C1215951090,0,node
C894421232,0,node
C1182311147,0,node
C1531182070,0,node
C1491860739,0,node
C534753234,0,node
C231725600,0,node
C259251414,0,node
C803893384,0,node
C1372422140,0,node
C1288108586,0,node
C2054757222,0,node
C348132918,0,node
C1805443519,0,node
C1978504976,0,node
C1129869771,0,node
C2044337856,0,node
C422409467,0,node
C1659515968,0,node
C664091267,0,node
C1724814719,0,node
C1543146693,0,node
C1956415355,0,node
C24039137,0,node
C992086987,0,node
C1244867001,0,node
C369805307,0,node
C1100109058,0,node
C1394010463,0,node
C1057307776,0,node
C1636588948,0,node
C95685867,0,node
C494953170,0,node
C999647352,0,node
C677120200,0,node
C957923719,0,node
C1692073709,0,node
C1197498159,0,node
C500230084,0,node
C1028145537,0,node
C2078641942,0,node
C1527882132,0,node
C1626852381,0,node
C1193398802,0,node
C1171255580,0,node
C1275009283,0,node
C1478995734,0,node
C1456061400,0,node
C104261836,0,node
C351656492,0,node
C597364637,0,node
C1527086220,0,node
C1697281847,0,node
C737104370,0,node
C821405322,0,node
C1328323494,0,node
C1408533352,0,node
C252615006,0,node
C1943750504,0,node
C176955204,0,node
C1011044643,0,node
C1358857082,0,node
C2056234595,0,node
C2023917549,0,node
C1398260359,0,node
C2052223881,0,node
C1213871206,0,node
C628392976,0,node
C725832346,0,node
C1113895488,0,node
C1527007086,0,node
C1523649562,0,node
C1807176280,0,node
C203819996,0,node
C1977618945,0,node
C662925691,0,node
C1995952705,0,node
C1244880808,0,node
C1060519157,0,node
C58890945,0,node
C1269773610,0,node
C464649704,0,node
C367967231,0,node
C36531985,0,node
C815336475,0,node
C609483101,0,node
C1149407083,0,node
C767436045,0,node
C1430199669,0,node
C1847431070,0,node
C1043639521,0,node
C1660837991,0,node
C1325866488,0,node
C1306794745,0,node
C1454171136,0,node
C1195396074,0,node
C811562535,0,node
C1560379655,0,node
C1824322115,0,node
C702999333,0,node
C1648582256,0,node
C865858182,0,node
C951988316,0,node
C647973805,0,node
C1591161296,0,node
C842331982,0,node
C2076249476,0,node
C660595570,0,node
C1088491512,0,node
C1434066477,0,node
C648315947,0,node
C2117642238,0,node
C913242382,0,node
C870322840,0,node
C837246227,0,node
C173738886,0,node
C1262237002,0,node
C2029754983,0,node
C1946111918,0,node
C564817260,0,node
C194415222,0,node
C798622145,0,node
C638695843,0,node
C1411543296,0,node
C1800967368,0,node
C338887787,0,node
C1061448687,0,node
C2015999862,0,node
C1467515503,0,node
C1533330615,0,node
C1197721383,0,node
C1917082298,0,node
C1639765351,0,node
C478209179,0,node
C1166230227,0,node
C307411297,0,node
C1445424568,0,node
C1374217958,0,node
C1459016715,0,node
C1530957251,0,node
C767511741,0,node
C548795052,0,node
C2143571436,0,node
C691863815,0,node
C647149086,0,node
C103787801,0,node
C1959451969,0,node
C1441328175,0,node
C1831141281,0,node
C2000648320,0,node
C1114335860,0,node
C1527254842,0,node
C1800693087,0,node
C1717473929,0,node
C1868578441,0,node
C890160158,0,node
C1768127248,0,node
C119112899,0,node
C375074687,0,node
C1429616542,0,node
C662666707,0,node
C1821100643,0,node
C593768538,0,node
C1191864687,0,node
C466032056,0,node
C690822257,0,node
C726212590,0,node
C1058822905,0,node
C475394679,0,node
C1574615832,0,node
C1049590050,0,node
C1662592920,0,node
C1357686726,0,node
C1491522744,0,node
C501608687,0,node
C929706284,0,node
C42820240,0,node
C1822434669,0,node
C1592840862,0,node
C955611965,0,node
C1021565761,0,node
C1692375649,0,node
C237373286,0,node
C883521348,0,node
C2086068243,0,node
C1076202543,0,node
C749486981,0,node
C1731295355,0,node
C2061440682,0,node
C1488946768,0,node
C1907241392,0,node
C1269118128,0,node
C739264372,0,node
C1313960293,0,node
C1785111044,0,node
C494894055,0,node
C500885941,0,node
C616412281,0,node
C878861517,0,node
C1705665942,0,node
C1100619942,0,node
C864248990,0,node
C15892131,0,node
