10003555128226v5,3,3328484,0,8421815,39.394,C,S60 Build/MMB29M,TRANSACTION
10004529150162v6,3,3006707,0,513303,35.0,H,Windows,TRANSACTION
10004529150162v6,3,3045388,0,1354540,150.0,R,iOS Device,TRANSACTION
10004529150162v6,2,3046159,0,1362307,100.0,R,Trident/7.0,TRANSACTION
10004529150162v6,1,3411576,0,10755809,100.0,R,MacOS,TRANSACTION
10004529150162v6,1,3082987,0,1967267,50.0,H,SM-N950U Build/NMF26X,TRANSACTION
10004529150162v6,1,3012474,0,663069,50.0,H,rv:54.0,TRANSACTION
10005399150150a6,3,3076343,0,1878848,200.0,R,Windows,TRANSACTION
10005399150150a6,1,3478374,0,12832004,125.0,R,MacOS,TRANSACTION
1000555185224m5,1,3230924,0,5787419,23.443,C,F3213 Build/36.0.A.2.146,TRANSACTION
10006390150102m6,1,3121106,0,2674578,50.0,H,MacOS,TRANSACTION
10007555150226v5,1,3082263,0,1962614,30.0,H,Windows,TRANSACTION
10007555150226v5,1,3558206,0,15175372,125.0,R,iOS Device,TRANSACTION
10010555150226v5,1,3074966,0,1865083,100.0,H,Windows,TRANSACTION
10011319150226v5,2,3482197,0,12943661,100.0,R,iOS Device,TRANSACTION
10011319150226v5,1,3028008,0,1010976,100.0,H,QTAIR7 Build/LMY47D,TRANSACTION
10012555150226v5,1,3026343,0,956566,50.0,H,MacOS,TRANSACTION
10013399150132a6,2,3180907,0,4374135,50.0,S,Windows,TRANSACTION
10015310150224m5,1,3359731,0,9289436,75.0,R,iOS Device,TRANSACTION
10017399150132a6,3,3033300,0,1107954,150.0,R,Windows,TRANSACTION
10017399150132a6,1,3101661,0,2226193,75.0,R,MacOS,TRANSACTION
10019590150166m5,17,3027017,0,976801,30.0,H,iOS Device,TRANSACTION
10019590150166m5,2,3028338,0,1015046,100.0,H,LG-H901,TRANSACTION
10019590150166m5,2,3040042,0,1258441,108.0,H,LG-H910 Build/NRD90M,TRANSACTION
10019590150166m5,2,3058987,0,1615626,100.0,H,Windows,TRANSACTION
10019590150166m5,1,3047724,0,1378233,150.0,H,MacOS,TRANSACTION
10019590150166m5,1,3165564,0,3889419,15.0,H,SAMSUNG-SM-G935A Build/NRD90M,TRANSACTION
10019590150166m5,1,3556176,0,15100833,150.0,R,Trident/7.0,TRANSACTION
10019590150177m5,31,3003011,0,430458,25.0,S,Windows,TRANSACTION
10019590150177m5,5,3417655,0,10879147,20.0,S,SM-T350 Build/NMF26X,TRANSACTION
10019590150177m5,2,3006884,0,515768,25.0,S,Nexus,TRANSACTION
10019590150177m5,2,3110937,0,2431549,25.0,S,SM-T110 Build/JDQ39,TRANSACTION
10019590150177m5,2,3191360,0,4670774,25.0,S,Trident/7.0,TRANSACTION
10019590150177m5,1,3141332,0,3190539,15.0,S,LG-M210 Build/NRD90U,TRANSACTION
10019590150177m5,1,3118957,0,2616181,15.0,S,MacOS,TRANSACTION
10019590150177m5,1,3555534,0,15088639,50.0,S,rv:47.0,TRANSACTION
10020399150146a6,2,3031736,0,1086469,100.0,R,MacOS,TRANSACTION
10020399150146a6,1,3001631,0,413170,150.0,H,iOS Device,TRANSACTION
10021555150226v5,1,3048516,0,1387808,75.0,H,iOS Device,TRANSACTION
10023111150226v5,54,2987236,0,90149,30.0,H,iOS Device,TRANSACTION
10023111150226v5,36,2989835,0,150009,40.0,H,MacOS,TRANSACTION
10023111150226v5,35,3030012,0,1033903,15.0,H,Windows,TRANSACTION
10023111150226v5,6,3054728,0,1537399,150.0,R,Trident/7.0,TRANSACTION
10023111150226v5,2,3194783,0,4799232,100.0,H,SM-G930P Build/NRD90M,TRANSACTION
10023111150226v5,1,3016532,0,752025,100.0,H,LGMS210 Build/NRD90U,TRANSACTION
10023111150226v5,1,3023301,0,880928,50.0,H,Nexus,TRANSACTION
10023111150226v5,1,3300802,0,7827009,50.0,H,Pixel 2 Build/OPM2.171019.016,TRANSACTION
10023111150226v5,1,3068255,0,1738842,150.0,H,SAMSUNG,TRANSACTION
10023111150226v5,1,3099872,0,2208465,40.0,H,SAMSUNG SM-G930P Build/NRD90M,TRANSACTION
10023111150226v5,1,3078016,0,1893014,25.0,H,SAMSUNG SM-N950U Build/NMF26X,TRANSACTION
10023111150226v5,1,3117892,0,2590921,30.0,H,SM-G935T Build/NRD90M,TRANSACTION
10023111150226v5,1,3346768,0,8905931,78.788,C,SM-G950U Build/NRD90M,TRANSACTION
10023111150226v5,1,3531989,0,14391905,100.0,H,SM-J727T1 Build/NRD90M,TRANSACTION
10023111150226v5,1,3376539,0,9763400,300.0,H,SM-N950U Build/NMF26X,TRANSACTION
10023111150226v5,1,3065248,0,1707755,200.0,R,rv:11.0,TRANSACTION
10023111150226v5,1,3009989,0,593262,25.0,H,rv:54.0,TRANSACTION
10023111150226v5,1,3088656,0,2049803,50.0,H,rv:57.0,TRANSACTION
10024321150144v6,52,2991010,0,161456,250.0,S,Windows,TRANSACTION
10024321150144v6,21,3033048,0,1105171,250.0,R,Trident/7.0,TRANSACTION
10024321150144v6,4,3139740,0,3169717,150.0,R,MacOS,TRANSACTION
10024321150144v6,4,3155690,1,3618673,100.0,H,iOS Device,TRANSACTION
10024321150144v6,2,3444335,0,11718231,200.0,R,SM-N950U Build/R16NW,TRANSACTION
10024321150144v6,1,3516429,0,13923810,41.069,C,SM-G950U Build/R16NW,TRANSACTION
10024321150144v6,1,3241407,1,6090870,75.0,H,rv:47.0,TRANSACTION
10027101150226v5,3,3083582,0,1971311,75.0,H,iOS Device,TRANSACTION
10027101150226v5,1,3087675,0,2040169,25.0,H,0PM92,TRANSACTION
10027101150226v5,1,3031069,0,1048667,50.0,H,MacOS,TRANSACTION
10029111150195m5,1,3448352,0,11848018,100.0,R,iOS Device,TRANSACTION
10032399150207a6,2,3145102,0,3288909,100.0,R,MacOS,TRANSACTION
10032399150207a6,2,3026935,0,970279,50.0,R,iOS Device,TRANSACTION
10032399150207a6,1,3166237,0,3937272,200.0,R,SAMSUNG-SM-G920A Build/NRD90M,TRANSACTION
10032399150207a6,1,3071322,0,1797444,200.0,R,Windows,TRANSACTION
10034399150118a6,8,3091518,0,2073898,100.0,R,iOS Device,TRANSACTION
10034399150118a6,2,3034207,0,1120357,50.0,S,Windows,TRANSACTION
10034399150118a6,2,3379289,0,9842288,300.0,R,rv:59.0,TRANSACTION
10034399150118a6,1,3376948,0,9773327,150.0,R,MacOS,TRANSACTION
10034399150118a6,1,3108055,0,2385451,200.0,R,Windows NT 6.1,TRANSACTION
10036399150137a6,3,3043044,0,1295729,50.0,H,MacOS,TRANSACTION
10036399150137a6,1,3074150,0,1828639,100.0,R,iOS Device,TRANSACTION
10036399150137a6,1,3111746,0,2476809,200.0,R,rv:57.0,TRANSACTION
10037300150226v6,1,3348563,0,8969734,30.0,H,Trident/7.0,TRANSACTION
10037300150226v6,1,3056461,0,1558056,40.0,H,Windows,TRANSACTION
10038216150102m6,3,3012679,0,665830,25.0,H,Windows,TRANSACTION
10038216150102m6,1,3004544,0,481930,75.0,H,SM-S120VL,TRANSACTION
10040555223226v5,1,3005336,0,494899,89.422,C,Trident/7.0,TRANSACTION
10042399150185a6,1,2992987,0,187532,50.0,H,MacOS,TRANSACTION
10042399150185a6,1,3033719,0,1113684,200.0,R,Trident/7.0,TRANSACTION
10043512150117m5,1,3270994,0,6967926,100.0,H,MacOS,TRANSACTION
10043512150117m5,1,3387199,0,10094805,50.0,H,SM-N950U1 Build/NMF26X,TRANSACTION
10043512150117m5,1,3442684,0,11651995,100.0,R,Windows,TRANSACTION
10045114150226v5,14,3002548,0,424405,100.0,R,Windows,TRANSACTION
10045114150226v5,9,3022338,0,861707,75.0,H,iOS Device,TRANSACTION
10045114150226v5,7,3098618,0,2172186,100.0,R,MacOS,TRANSACTION
10045114150226v5,3,3251790,0,6394926,36.252,C,SM-G950U Build/NRD90M,TRANSACTION
10045114150226v5,3,3054664,0,1536506,40.0,H,Trident/7.0,TRANSACTION
10045114150226v5,1,3069182,0,1776823,50.0,S,LG-K371,TRANSACTION
10045114150226v5,1,3429024,0,11225423,51.643,C,Moto,TRANSACTION
10045114150226v5,1,3046111,0,1361794,75.0,R,Redmi 4A Build/MMB29M,TRANSACTION
10045114150226v5,1,3163223,0,3810873,200.0,R,SAMSUNG SM-G950U Build/NRD90M,TRANSACTION
10045114150226v5,1,3095554,0,2144380,150.0,R,rv:11.0,TRANSACTION
10045114150226v5,1,3057575,0,1575485,30.0,H,rv:52.0,TRANSACTION
10045114150226v5,1,3274439,0,7069424,11.48,C,rv:58.0,TRANSACTION
10045114150226v5,1,3483768,0,13016110,59.698,C,rv:59.0,TRANSACTION
1004583150226v6,1,3020767,0,842821,150.0,R,MacOS,TRANSACTION
1004583150226v6,1,3028973,0,1022173,30.0,H,Trident/7.0,TRANSACTION
1004583150226v6,1,3386444,0,10082484,50.0,H,iOS Device,TRANSACTION
10047111150226v6,9,3044321,0,1325801,40.0,H,Windows,TRANSACTION
10047111150226v6,6,2998771,0,341286,100.0,H,iOS Device,TRANSACTION
10047111150226v6,1,3056285,0,1555902,20.0,H,SAMSUNG SM-N950U Build/NMF26X,TRANSACTION
10047111150226v6,1,2987183,0,89444,200.0,H,Z970,TRANSACTION
10047111150226v6,1,3039629,0,1226848,25.0,H,rv:53.0,TRANSACTION
10048543150224m5,1,3076573,0,1880783,50.0,R,Windows,TRANSACTION
10049555150226v5,1,3093474,0,2125930,200.0,R,SM-N950U Build/NMF26X,TRANSACTION
10049555150226v5,1,3045641,0,1356821,50.0,R,Windows,TRANSACTION
10049555150226v5,1,3056627,0,1560025,100.0,R,iOS Device,TRANSACTION
10051399150198a6,3,2996634,0,279399,25.0,H,MacOS,TRANSACTION
10051399150198a6,3,3088508,0,2048531,50.0,R,Trident/7.0,TRANSACTION
10051399150198a6,2,3063892,0,1693322,200.0,R,iOS Device,TRANSACTION
10051399150198a6,1,3324494,0,8296508,100.0,R,Windows,TRANSACTION
10051399150198a6,1,3012316,0,660316,125.0,R,rv:57.0,TRANSACTION
10052555150224m5,2,3064084,0,1696192,25.0,H,Trident/7.0,TRANSACTION
10052555150224m5,1,3512909,0,13821032,50.0,R,iOS Device,TRANSACTION
10052555150224m5,1,3332116,0,8523557,100.0,R,rv:52.0,TRANSACTION
10053512150117m5,1,3064035,0,1695479,100.0,R,Windows,TRANSACTION
10054289185226v6,54,3017392,0,762664,20.288,C,Windows,TRANSACTION
10054289185226v6,3,3380419,1,9869630,20.845,C,VS5012 Build/NRD90M,TRANSACTION
10054289185226v6,2,3111185,1,2440548,62.264,C,SM-A300H Build/LRX22G,TRANSACTION
10054289185226v6,1,3510670,1,13746412,45.803,C,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,TRANSACTION
10054289185226v6,1,3540379,0,14615017,5.041,C,LG-H420 Build/LRX21Y,TRANSACTION
10054289185226v6,1,3456901,0,12113566,28.404,C,LG-K200 Build/MXB48T,TRANSACTION
10054289185226v6,1,3484207,1,13027227,39.47,C,Moto G (4) Build/NPJS25.93-14-13,TRANSACTION
10054289185226v6,1,3134159,0,3021123,48.855,C,SM-G935F Build/MMB29K,TRANSACTION
10054289185226v6,1,3068048,0,1736365,62.615,C,XT1563 Build/MPD24.107-52,TRANSACTION
1005543150117m5,1,3038871,0,1212802,50.0,H,Trident/7.0,TRANSACTION
10057225150224m5,63,2998302,0,335225,25.0,H,Windows,TRANSACTION
10057225150224m5,58,2996793,0,303973,50.0,H,iOS Device,TRANSACTION
10057225150224m5,28,2999719,0,356349,250.0,R,MacOS,TRANSACTION
10057225150224m5,23,3009373,0,584566,75.0,R,Trident/7.0,TRANSACTION
10057225150224m5,8,3000506,0,397606,200.0,R,rv:11.0,TRANSACTION
10057225150224m5,3,3443255,0,11661990,30.0,H,XT1097,TRANSACTION
10057225150224m5,2,3085507,0,1986175,100.0,R,SM-G930V Build/NRD90M,TRANSACTION
10057225150224m5,2,3057055,0,1565506,30.0,H,SM-N950U Build/NMF26X,TRANSACTION
10057225150224m5,1,3117219,0,2582719,50.0,H,KFMEWI,TRANSACTION
10057225150224m5,1,3420122,0,10953566,44.327,C,Moto G (5) Plus Build/NPNS25.137-15-11,TRANSACTION
10057225150224m5,1,3107327,1,2343311,300.0,R,SAMSUNG SM-G550T1 Build/MMB29K,TRANSACTION
10057225150224m5,1,3370656,0,9603051,75.0,R,SAMSUNG SM-G900T Build/MMB29M,TRANSACTION
10057225150224m5,1,3013060,0,670393,75.0,H,SAMSUNG SM-G955U Build/NRD90M,TRANSACTION
10057225150224m5,1,3109734,0,2409599,100.0,H,SAMSUNG SM-J700T Build/NMF26X,TRANSACTION
10057225150224m5,1,3569102,1,15544693,100.0,H,SAMSUNG SM-T580 Build/NRD90M,TRANSACTION
10057225150224m5,1,3051020,0,1452065,30.0,H,SAMSUNG-SM-G890A,TRANSACTION
10057225150224m5,1,3079227,0,1905822,150.0,R,SAMSUNG-SM-G891A Build/NRD90M,TRANSACTION
10057225150224m5,1,3037058,0,1190101,100.0,R,SAMSUNG-SM-G930A Build/NRD90M,TRANSACTION
10057225150224m5,1,3045295,0,1353585,100.0,H,SM-G920V Build/NRD90M,TRANSACTION
10057225150224m5,1,3443128,0,11660026,21.456,C,SM-G935F Build/NRD90M,TRANSACTION
10057225150224m5,1,3106364,0,2327167,50.0,R,SM-G935V Build/NRD90M,TRANSACTION
10057225150224m5,1,3291429,0,7531234,300.0,R,SM-G950U Build/NRD90M,TRANSACTION
10057225150224m5,1,3098467,0,2170255,25.0,H,VS990 Build/MRA58K,TRANSACTION
10057225150224m5,1,3071041,0,1795084,100.0,R,Vivo,TRANSACTION
10057225150224m5,1,3339976,0,8711964,75.0,H,XT1635-01,TRANSACTION
10057225150224m5,1,3017502,0,764318,15.0,H,Z798BL Build/MMB29M,TRANSACTION
10063555150226v5,3,3075669,0,1872848,50.0,H,iOS Device,TRANSACTION
10063555150226v5,2,3062184,0,1645220,75.0,H,Windows,TRANSACTION
10063555150226v5,1,3078565,0,1898591,100.0,H,MacOS,TRANSACTION
10063555150226v5,1,3561586,0,15272811,150.0,R,rv:11.0,TRANSACTION
1006399150146a6,1,3436647,0,11468973,100.0,R,Windows,TRANSACTION
1006399150146a6,1,3095681,0,2145214,150.0,R,iOS Device,TRANSACTION
1006399150146a6,1,3234681,0,5883179,150.0,R,rv:11.0,TRANSACTION
10065294150117m5,2,3098420,0,2169700,100.0,R,MacOS,TRANSACTION
10065294150117m5,1,3063392,0,1664931,100.0,H,Windows,TRANSACTION
10065294150117m5,1,3094818,0,2138698,25.0,H,iOS Device,TRANSACTION
10068555160138v5,1,3231806,1,5822567,106.0,H,Windows,TRANSACTION
10069436150162v6,3,3023848,0,921513,15.0,S,MacOS,TRANSACTION
10069436150162v6,2,3032121,0,1093273,300.0,R,Windows,TRANSACTION
10069436150162v6,2,3166040,1,3903543,300.0,R,iOS Device,TRANSACTION
10071555150226v5,1,3099798,0,2207079,100.0,R,iOS Device,TRANSACTION
10072567150228v6,1,3467211,0,12487002,50.0,S,MacOS,TRANSACTION
10072567150228v6,1,3016396,0,750452,100.0,R,Trident/7.0,TRANSACTION
10072567150228v6,1,2997238,0,317750,150.0,H,iOS Device,TRANSACTION
10075514150224m5,7,3099490,0,2187119,40.0,H,iOS Device,TRANSACTION
10075514150224m5,2,3055574,0,1547344,100.0,H,Windows,TRANSACTION
10075514150224m5,1,3078287,0,1895616,150.0,H,MacOS,TRANSACTION
10075514150224m5,1,3096440,0,2150779,50.0,H,SAMSUNG SM-G950U Build/NRD90M,TRANSACTION
10075514150224m5,1,3147324,0,3369167,100.0,H,SM-G930V Build/NRD90M,TRANSACTION
1007555135224m6,2,3021401,0,850730,23.203,C,Windows,TRANSACTION
10082555150226v5,2,3051231,0,1454175,25.0,H,iOS Device,TRANSACTION
10082555150226v5,1,3090797,0,2067515,225.0,H,MacOS,TRANSACTION
10083555150117m5,1,3102870,0,2240108,100.0,R,MacOS,TRANSACTION
10083555150117m5,1,3189311,0,4635173,50.0,H,Windows,TRANSACTION
10083555150117m5,1,3044830,0,1348354,40.0,H,iOS Device,TRANSACTION
10086500185224m6,123,2987844,0,105515,21.389,C,Windows,TRANSACTION
10086500185224m6,9,3023951,0,923737,80.454,C,Trident/7.0,TRANSACTION
10086500185224m6,6,3001959,1,417155,46.282,C,BLL-L23 Build/HUAWEIBLL-L23,TRANSACTION
10086500185224m6,6,3010587,0,601460,20.785,C,GT-P5210 Build/JDQ39,TRANSACTION
10086500185224m6,6,3225751,1,5624865,17.582,C,SM-G955U Build/NRD90M,TRANSACTION
10086500185224m6,5,3127297,0,2864886,62.964,C,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,TRANSACTION
10086500185224m6,5,3410030,0,10706332,46.417,C,LG-H840 Build/MMB29M,TRANSACTION
10086500185224m6,5,3401963,1,10463982,48.457,C,SM-G610M Build/MMB29K,TRANSACTION
10086500185224m6,4,3428855,0,11221929,13.772,C,SM-G530H Build/KTU84P,TRANSACTION
10086500185224m6,4,3397909,1,10374369,30.21,C,SM-J500M Build/MMB29M,TRANSACTION
10086500185224m6,4,3176324,0,4227843,78.355,C,SM-T113NU Build/KTU84P,TRANSACTION
10086500185224m6,3,3383703,1,9996859,35.044,C,Moto E (4) Build/NMA26.42-69,TRANSACTION
10086500185224m6,3,3166458,0,3946440,24.836,C,rv:11.0,TRANSACTION
10086500185224m6,3,3411089,0,10724873,23.485,C,rv:59.0,TRANSACTION
10086500185224m6,2,3172979,1,4137297,25.186,C,LG-X220 Build/LMY47I,TRANSACTION
10086500185224m6,2,3386687,0,10086752,137.033,C,Moto G (5) Plus Build/NPN25.137-92,TRANSACTION
10086500185224m6,2,3026476,0,958535,8.745,C,SAMSUNG,TRANSACTION
10086500185224m6,2,3421858,1,10991319,22.748,C,SM-A300H Build/LRX22G,TRANSACTION
10086500185224m6,2,3145543,1,3320341,22.97,C,SM-J730GM Build/NRD90M,TRANSACTION
10086500185224m6,2,3221186,1,5534030,77.338,C,rv:58.0,TRANSACTION
10086500185224m6,1,3106720,1,2332220,13.409,C,6045I Build/LRX22G,TRANSACTION
10086500185224m6,1,3562073,0,15280642,32.707,C,ALE-L23 Build/HuaweiALE-L23,TRANSACTION
10086500185224m6,1,3226424,0,5668452,42.173,C,BAC-L03 Build/HUAWEIBAC-L03,TRANSACTION
10086500185224m6,1,3102901,0,2240453,10.844,C,BLADE V8 SE Build/NRD90M,TRANSACTION
10086500185224m6,1,3456329,0,12095190,9.591,C,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,TRANSACTION
10086500185224m6,1,3499330,0,13399227,33.82,C,Ilium X710 Build/MRA58K,TRANSACTION
10086500185224m6,1,3443978,1,11685534,14.386,C,LG-D680 Build/KOT49I,TRANSACTION
10086500185224m6,1,3495747,1,13316694,26.805,C,LG-D855 Build/LRX21R,TRANSACTION
10086500185224m6,1,3390269,0,10180130,62.837,C,LG-H500 Build/LRX21Y,TRANSACTION
10086500185224m6,1,3273642,1,7053693,49.484,C,LG-H650 Build/MRA58K,TRANSACTION
10086500185224m6,1,3152531,0,3529378,28.45,C,LG-K200 Build/MXB48T,TRANSACTION
10086500185224m6,1,3205910,0,5112314,16.495,C,LG-K330,TRANSACTION
10086500185224m6,1,3366686,0,9497693,22.053,C,LG-K430 Build/MRA58K,TRANSACTION
10086500185224m6,1,3541427,0,14661853,104.516,C,LG-K530 Build/MMB29M,TRANSACTION
10086500185224m6,1,3076621,0,1881185,32.356,C,LG-X230 Build/MRA58K,TRANSACTION
10086500185224m6,1,3506101,0,13627558,21.456,C,Lenovo-A6020l36 Build/LMY47V,TRANSACTION
10086500185224m6,1,3483398,0,12992528,40.085,C,Mi A1 Build/N2G47H,TRANSACTION
10086500185224m6,1,3394696,0,10288832,5.256,C,Moto G (4) Build/NPJ25.93-14.7,TRANSACTION
10086500185224m6,1,3485365,0,13052322,20.165,C,Moto G (5) Build/NPP25.137-72,TRANSACTION
10086500185224m6,1,3545966,0,14802059,9.468,C,Moto X Play Build/NPD26.48-24-1,TRANSACTION
10086500185224m6,1,3110464,1,2421425,25.361,C,Moto Z2 Play Build/NPSS26.118-19-11,TRANSACTION
10086500185224m6,1,3575666,1,15772831,22.748,C,MotoG3 Build/MPIS24.65-33.1-2-16,TRANSACTION
10086500185224m6,1,3378813,1,9834934,81.144,C,Nexus 6 Build/MOB30M,TRANSACTION
10086500185224m6,1,3450768,0,11923355,29.941,C,SAMSUNG SM-G532M Build/MMB29T,TRANSACTION
10086500185224m6,1,3205838,0,5109575,34.077,C,SAMSUNG SM-G920I Build/NRD90M,TRANSACTION
10086500185224m6,1,3211259,0,5279039,29.364,C,SM-A510M Build/MMB29K,TRANSACTION
10086500185224m6,1,3141962,0,3199915,22.154,C,SM-A510M Build/NRD90M,TRANSACTION
10086500185224m6,1,3503353,0,13532879,8.607,C,SM-A520F Build/NRD90M,TRANSACTION
10086500185224m6,1,3206008,0,5120578,63.804,C,SM-A720F Build/NRD90M,TRANSACTION
10086500185224m6,1,3086662,0,1999319,133.157,C,SM-G531H Build/LMY48B,TRANSACTION
10086500185224m6,1,3442670,0,11651836,17.153,C,SM-G532M Build/MMB29T,TRANSACTION
10086500185224m6,1,3107304,0,2342888,112.869,C,SM-G570M Build/MMB29K,TRANSACTION
10086500185224m6,1,3214501,0,5371891,24.047,C,SM-G850M Build/LRX22G,TRANSACTION
10086500185224m6,1,3116705,0,2577139,8.629,C,SM-G920I,TRANSACTION
10086500185224m6,1,3104181,1,2279680,129.426,C,SM-G925I Build/NRD90M,TRANSACTION
10086500185224m6,1,3291200,0,7524751,39.696,C,SM-G935F Build/NRD90M,TRANSACTION
10086500185224m6,1,3114967,0,2554433,17.723,C,SM-G935V Build/NRD90M,TRANSACTION
10086500185224m6,1,3362918,0,9397363,66.16,C,SM-G950F Build/NRD90M,TRANSACTION
10086500185224m6,1,3206009,0,5120584,42.536,C,SM-J200M Build/LMY47X,TRANSACTION
10086500185224m6,1,3384140,0,10005556,28.881,C,SM-J530GM Build/NRD90M,TRANSACTION
10086500185224m6,1,3267994,1,6834953,10.392,C,TA-1039 Build/NMF26F,TRANSACTION
10086500185224m6,1,3112749,0,2491706,12.476,C,XT1032 Build/LPBS23.13-56-2,TRANSACTION
10086500185224m6,1,3370471,0,9597773,5.68,C,Y635-L03 Build/HuaweiY635-L03,TRANSACTION
10086500185224m6,1,3022998,0,872170,47.689,C,rv:48.0,TRANSACTION
10086500185224m6,1,3008955,0,578296,57.52,C,rv:57.0,TRANSACTION
10087555223228v6,2,3223147,1,5591469,200.0,H,iOS Device,TRANSACTION
10087555223228v6,1,3361529,0,9328494,100.0,H,Windows,TRANSACTION
1009399150146a6,2,3054866,0,1539008,50.0,H,Windows,TRANSACTION
1009399150146a6,1,3039439,0,1222657,200.0,R,MacOS,TRANSACTION
1009399150146a6,1,2999616,0,354228,200.0,R,Trident/7.0,TRANSACTION
1009399150146a6,1,3024078,0,926293,150.0,R,iOS Device,TRANSACTION
10095225150224m5,1,3527417,0,14246374,20.0,H,MacOS,TRANSACTION
10095225150224m5,1,3082013,0,1960955,50.0,H,Windows,TRANSACTION
10096111150137m6,1,3124855,0,2781777,30.0,H,Trident/7.0,TRANSACTION
10096111150137m6,1,3106159,0,2323951,500.0,S,Windows,TRANSACTION
10097399150132a6,3,3251655,0,6392254,100.0,R,iOS Device,TRANSACTION
10101381150226v5,3,3501812,1,13469948,50.0,H,iOS Device,TRANSACTION
10102172150226v6,6,3093147,0,2116159,100.0,R,MacOS,TRANSACTION
10102172150226v6,2,3088184,0,2045711,100.0,R,iOS Device,TRANSACTION
10102172150226v6,1,3059202,0,1617754,150.0,R,Windows,TRANSACTION
10103321150226v5,1,3114689,0,2542595,250.0,R,iOS Device,TRANSACTION
10104390150117m5,3,3088769,0,2050704,50.0,R,Windows,TRANSACTION
10104390150117m5,2,3074185,0,1829156,50.0,H,MacOS,TRANSACTION
