230425980,3,node
5530458,3,node
232022460,3,node
232438397,2,node
230460314,3,node
230459870,3,node
230333930,3,node
230595899,3,node
232013274,3,node
232029206,2,node
232344069,2,node
27553029,2,node
36411953,3,node
230405052,3,node
34194980,3,node
5529846,3,node
3881097,2,node
232457116,2,node
230409257,3,node
32877982,3,node
230351738,3,node
195218118,3,node
88008478,3,node
232012569,3,node
232412408,3,node
232412405,2,node
232038018,3,node
232470342,2,node
2925426,3,node
230550393,2,node
232051089,2,node
232470704,2,node
233591710,3,node
234439913,3,node
232945017,3,node
94251207,3,node
6595740,3,node
79840192,3,node
212704383,3,node
212366182,3,node
69254632,3,node
230595355,3,node
166890641,3,node
82304496,3,node
232033533,2,node
230470022,3,node
230598493,3,node
43560505,3,node
14878322,3,node
230415750,3,node
232073372,3,node
75604335,3,node
230473487,2,node
7089694,2,node
231179595,2,node
3307463,3,node
230658679,3,node
232074274,3,node
5234549,3,node
231177927,2,node
232431877,3,node
2758467,2,node
81273879,3,node
232437171,2,node
3878856,3,node
3878886,2,node
231182296,2,node
14660781,2,node
13334987,3,node
5530452,3,node
230519287,3,node
194810163,3,node
230423321,3,node
232399276,3,node
230659456,3,node
230658142,3,node
230347386,3,node
37233982,3,node
230427468,3,node
43358239,2,node
230528714,2,node
75605182,3,node
75604052,3,node
230585122,2,node
231208959,3,node
230455950,3,node
2881274,2,node
232658952,3,node
232658962,3,node
230530291,3,node
2881273,2,node
75604616,3,node
37232637,3,node
230531551,3,node
4619363,3,node
230516010,3,node
230516478,2,node
232441583,3,node
232441589,3,node
5488136,2,node
27553759,2,node
5529367,3,node
232467632,2,node
230658273,3,node
230658517,3,node
231181128,2,node
232453404,2,node
232353601,3,node
230447764,2,node
230423018,2,node
232392936,2,node
234419729,3,node
152498092,2,node
230531146,3,node
230545782,3,node
230415003,3,node
230414561,3,node
230453429,3,node
230459154,3,node
230425284,3,node
83431059,3,node
230530225,3,node
230095969,3,node
230440353,3,node
230440535,3,node
230440534,3,node
232022496,3,node
232022773,3,node
230348238,3,node
3409584,3,node
89273,2,node
3906238,2,node
230973596,2,node
232455956,2,node
38062994,2,node
80044108,3,node
230423318,2,node
146601928,3,node
232368272,3,node
232453639,2,node
232453630,2,node
51860219,2,node
230521273,3,node
230522097,2,node
230658997,3,node
1913117,2,node
232909272,2,node
231179660,3,node
231177063,2,node
206222134,2,node
192431356,2,node
230967090,3,node
230439439,3,node
230658277,3,node
230563355,3,node
230455752,3,node
232416085,3,node
232038004,3,node
232037822,3,node
230471902,3,node
230471916,3,node
232393313,3,node
230511916,3,node
200165930,2,node
39617084,3,node
230432611,2,node
230966618,2,node
230512979,2,node
230530178,3,node
232070456,3,node
232436036,3,node
230674241,2,node
230330969,3,node
232918438,3,node
230335026,3,node
232698839,3,node
230918484,2,node
40297647,2,node
230459131,3,node
230559672,3,node
230447404,2,node
3877919,2,node
54492406,3,node
4855592,3,node
231995264,2,node
232468876,2,node
231994250,3,node
232910950,3,node
3907739,3,node
230438749,3,node
232687445,3,node
189305695,2,node
2819887,3,node
232956426,3,node
230530380,3,node
230474094,3,node
230473989,3,node
75604389,3,node
75604980,3,node
232440027,2,node
232448376,2,node
230471946,3,node
231429973,3,node
79642404,3,node
71136742,3,node
232897313,3,node
231168875,3,node
230537133,2,node
230537117,3,node
232040268,3,node
230467682,3,node
2756358,3,node
232432897,3,node
66396856,3,node
13805515,2,node
230470027,2,node
2893869,3,node
232634676,3,node
232364856,3,node
232440939,3,node
79642776,3,node
42953128,3,node
230424236,3,node
230449513,2,node
230449518,2,node
230529171,3,node
14580549,3,node
86655785,3,node
230577422,3,node
232457903,2,node
11011839,2,node
230471924,3,node
232894488,3,node
230391412,2,node
2893846,3,node
230334809,3,node
230465219,2,node
230541525,3,node
2880930,2,node
230452144,2,node
2706899,2,node
230681119,2,node
232472581,2,node
232345632,3,node
230463877,3,node
232916687,2,node
232431856,3,node
230683178,3,node
230349226,3,node
233221331,3,node
81167039,3,node
230594121,3,node
232440137,2,node
230639246,2,node
232399274,3,node
232399270,3,node
230659151,3,node
230467618,3,node
230467684,3,node
230531179,3,node
230437680,3,node
19617883,3,node
230411721,3,node
35574259,3,node
232957846,3,node
232415197,2,node
232675389,3,node
147419328,3,node
233599193,3,node
233599189,3,node
230591601,3,node
230555921,2,node
60519306,3,node
230097992,3,node
21763735,3,node
231990423,3,node
12971085,3,node
230344670,3,node
230521269,2,node
230521266,2,node
232431922,3,node
3272536,3,node
230724244,3,node
232047899,2,node
230540205,3,node
232608734,3,node
230597986,2,node
3878899,2,node
230351534,3,node
230586873,3,node
230667453,3,node
75597397,3,node
90545645,3,node
232064964,3,node
206139323,3,node
230437630,2,node
230649117,2,node
14550424,3,node
232353291,2,node
183402062,3,node
82950160,3,node
232447742,3,node
230401350,3,node
230401687,3,node
21018157,3,node
230347366,3,node
230658525,3,node
232450626,3,node
2864954,3,node
33972940,3,node
233227310,2,node
232673945,3,node
232673949,3,node
232354199,3,node
232346251,3,node
232959350,3,node
75604058,3,node
232068042,3,node
232361296,2,node
232361286,2,node
75600754,3,node
75597795,3,node
231996124,2,node
230473483,2,node
230457910,3,node
230523211,2,node
230523207,2,node
95906596,3,node
230578500,3,node
232035051,2,node
232036661,2,node
31730193,3,node
230569374,3,node
230335074,3,node
230440142,3,node
232431890,3,node
7196549,3,node
232418399,3,node
230400857,3,node
230400870,3,node
232015620,3,node
49558738,3,node
233599185,3,node
233599198,3,node
232065266,3,node
232073363,3,node
232009878,3,node
232009889,2,node
232342532,3,node
3877856,3,node
230437700,2,node
5662056,2,node
230522934,2,node
230445151,3,node
232899771,3,node
22013857,3,node
232903082,3,node
222399481,3,node
232893753,3,node
230456357,3,node
232922109,3,node
230645753,3,node
76866419,3,node
230418806,3,node
230428367,3,node
230439622,3,node
93518448,3,node
40623301,2,node
2920819,2,node
230472251,3,node
230473461,2,node
232470505,3,node
232470504,2,node
232957892,3,node
3204359,3,node
232054853,2,node
105586706,3,node
233097530,3,node
3717740,3,node
230456360,3,node
230444451,2,node
16555074,3,node
232017363,3,node
230451735,2,node
79111639,3,node
232403460,3,node
232904009,3,node
233220194,3,node
230528722,2,node
230528710,2,node
232342530,3,node
199529191,3,node
232017777,3,node
232054860,3,node
230530309,3,node
75598059,3,node
61820358,3,node
3875116,2,node
230520120,2,node
230531174,2,node
230531529,3,node
232446225,2,node
182442258,2,node
230440527,3,node
230456382,3,node
232404259,3,node
230658164,3,node
75600755,3,node
230425547,3,node
232000581,3,node
230716290,3,node
73325019,3,node
230681123,2,node
232654975,3,node
192392088,3,node
232037400,2,node
232037399,2,node
230517591,3,node
3385562,2,node
230464746,3,node
230464556,3,node
2713814,3,node
185535373,3,node
19146132,3,node
232354183,2,node
14942862,2,node
195237909,2,node
230421654,2,node
183321578,3,node
232392931,2,node
3876606,2,node
232460526,2,node
230458741,3,node
230458655,3,node
230692824,3,node
230551388,3,node
34162816,3,node
230539732,2,node
232431910,2,node
76866739,3,node
87889632,3,node
230444448,2,node
4996915,3,node
230464771,2,node
20510018,3,node
230334719,3,node
232000584,3,node
203812102,3,node
232431931,2,node
230673815,3,node
232383231,3,node
232034284,2,node
198358107,2,node
198363083,3,node
198426420,3,node
2923374,3,node
53204358,3,node
230586868,3,node
2754445,3,node
7460711,3,node
230470030,3,node
230390238,3,node
230456623,2,node
232903064,3,node
113492022,3,node
232903069,3,node
99506340,3,node
2713749,3,node
56588535,3,node
232012309,3,node
230411297,3,node
230470029,2,node
230438482,2,node
230438479,2,node
232412807,3,node
80044762,3,node
5197391,2,node
106306280,3,node
230411659,3,node
76864781,3,node
37001822,3,node
86977694,3,node
230540192,3,node
230516994,3,node
54735213,3,node
219837311,3,node
234017978,3,node
230530258,3,node
3416106,3,node
74325541,3,node
232010758,3,node
4988292,3,node
230411274,2,node
232670457,3,node
232673585,3,node
230537141,2,node
230530176,3,node
232067342,3,node
230345439,2,node
29115493,3,node
14713336,2,node
230336239,3,node
232019233,3,node
230530819,3,node
230455738,3,node
232639903,3,node
232921306,3,node
76867053,3,node
230544483,3,node
87823727,3,node
230452736,3,node
45936391,3,node
232000938,3,node
232000936,3,node
232895310,3,node
230331387,2,node
231993291,2,node
230472718,3,node
27533958,3,node
230522939,3,node
166888820,3,node
230548582,3,node
230548586,3,node
3908453,3,node
230409254,3,node
76865205,3,node
75604333,3,node
2912780,2,node
230437116,3,node
230543170,3,node
230530317,3,node
230923479,3,node
232897813,3,node
232431861,3,node
232018604,3,node
75604019,3,node
232067357,3,node
3891191,2,node
3851887,2,node
232347599,3,node
232069314,3,node
232038134,3,node
232061952,3,node
230548931,3,node
230548930,3,node
232949441,3,node
232349072,2,node
20299716,2,node
230543312,3,node
87823631,3,node
84064852,3,node
232022782,3,node
1050220,3,node
230686565,2,node
86353799,2,node
232472561,2,node
232673957,3,node
232673961,3,node
3114489,2,node
107227719,2,node
232002739,2,node
230439786,3,node
232907894,2,node
230530242,3,node
36340051,3,node
232037090,2,node
230444459,2,node
232377087,3,node
13285375,2,node
230901179,3,node
230528715,3,node
230457906,3,node
230649780,3,node
75600731,3,node
75597414,3,node
230457093,2,node
230457090,2,node
233842379,2,node
232457179,2,node
232457182,3,node
232448785,2,node
232448783,2,node
35558560,3,node
230531926,3,node
156330450,2,node
202251566,3,node
232440028,2,node
3877118,2,node
230397187,3,node
231994209,3,node
231994210,3,node
230659440,3,node
51140228,2,node
232643045,3,node
232349125,3,node
73119118,3,node
232031824,2,node
34381791,3,node
232473204,2,node
232068053,3,node
230445153,3,node
232374910,3,node
75605340,3,node
75604075,3,node
230540580,3,node
230540579,3,node
232039890,2,node
232039888,2,node
232441173,3,node
232023544,3,node
232023929,3,node
34923889,3,node
230411328,2,node
88003736,3,node
89609627,3,node
2718195,2,node
2865010,2,node
230456327,3,node
230456324,3,node
230517601,3,node
232025998,3,node
230519593,3,node
230519589,3,node
4049602,3,node
226889376,2,node
232026318,3,node
27279853,2,node
27527984,2,node
230354384,2,node
230473578,2,node
232465856,2,node
232073368,3,node
230530293,3,node
234452271,3,node
74478273,3,node
131659143,2,node
230473482,3,node
230658282,3,node
230442140,3,node
232919400,3,node
230456385,2,node
230456384,2,node
230530229,3,node
75600717,3,node
75605330,3,node
230530200,3,node
182449541,3,node
230419201,3,node
82945549,3,node
230442139,3,node
232921766,3,node
230418124,3,node
90935592,3,node
3912534,2,node
230527759,2,node
232919605,3,node
230531170,3,node
230334753,3,node
52191313,3,node
102404547,3,node
232654499,3,node
87823757,3,node
230547979,3,node
75597405,3,node
230426815,3,node
232010338,3,node
230417568,3,node
230392232,3,node
230392230,3,node
195215469,2,node
230540196,2,node
34031118,3,node
225944002,3,node
87739542,3,node
230330544,3,node
230338271,2,node
37231292,3,node
2929196,3,node
3881827,2,node
230658150,3,node
232072340,2,node
48236824,3,node
230458577,3,node
232432886,3,node
232040265,3,node
230330962,3,node
73191409,2,node
11998335,3,node
230599182,3,node
230402449,3,node
232431935,2,node
232392947,3,node
2778105,3,node
232440097,2,node
230653282,3,node
230653288,3,node
230518261,3,node
230518258,3,node
230557022,2,node
232448425,3,node
87823679,3,node
230549076,3,node
79871665,3,node
230687058,3,node
175872615,3,node
230457868,3,node
232472215,2,node
232472220,2,node
232907868,2,node
230530333,3,node
230530233,3,node
232431924,3,node
63186078,3,node
75604036,3,node
232066385,3,node
230516005,3,node
230516004,2,node
231179652,2,node
232465409,2,node
80045322,3,node
230548958,3,node
3898382,2,node
232431869,3,node
232673468,3,node
33453302,2,node
3876980,2,node
3876998,2,node
11343564,2,node
230651834,3,node
230659121,3,node
230412060,2,node
232795825,2,node
232345693,3,node
232035061,3,node
230423949,3,node
230423848,3,node
231998448,2,node
231998131,2,node
231565690,3,node
2791962,3,node
232033534,3,node
232432891,3,node
230472247,3,node
230643071,3,node
232633987,3,node
31663613,2,node
231253425,2,node
230455960,3,node
27323573,3,node
209416370,3,node
230455963,3,node
212706911,3,node
230548574,3,node
213736040,2,node
198356667,3,node
38793679,3,node
75604916,2,node
230621237,2,node
3408161,2,node
3882798,2,node
230530345,3,node
230455764,3,node
7105998,3,node
234431587,3,node
53549918,3,node
230439805,3,node
232401224,2,node
10216529,3,node
230445159,3,node
75598324,3,node
230602337,3,node
125738786,3,node
230354705,2,node
37232627,3,node
230459145,3,node
232549860,3,node
208537161,3,node
88906998,3,node
75607469,3,node
230530254,3,node
195237911,2,node
86261919,2,node
2716232,3,node
87823772,3,node
232904582,2,node
232440109,2,node
75604043,3,node
11665997,3,node
230650904,2,node
231993295,3,node
231995257,2,node
219844395,3,node
232455961,3,node
230428647,3,node
34255082,3,node
232035280,2,node
3857826,2,node
231180498,3,node
230445150,3,node
230440526,3,node
12456270,3,node
230525364,3,node
230659120,3,node
5608369,3,node
232448379,2,node
230523203,2,node
88055509,2,node
37234025,2,node
60428736,3,node
232007259,3,node
231990479,3,node
232427169,2,node
232433797,2,node
232009318,3,node
8390228,2,node
230516459,2,node
231996113,2,node
230588248,3,node
232656726,3,node
230465376,2,node
13995945,2,node
196536221,3,node
5035357,3,node
230530321,3,node
232445704,3,node
230650044,3,node
230650191,3,node
33809076,3,node
230437676,3,node
17152398,3,node
230442067,2,node
231992557,3,node
232019118,3,node
230557021,3,node
231994213,3,node
214640850,3,node
232431900,3,node
16027454,3,node
49186045,3,node
232432884,3,node
60579970,3,node
67204095,3,node
20664692,3,node
231267445,3,node
62111535,3,node
232356999,3,node
232898395,2,node
230683551,2,node
230347375,3,node
230658291,3,node
232897182,3,node
230592895,3,node
232342233,3,node
232346075,3,node
13258060,3,node
230530058,2,node
230530049,2,node
75604010,3,node
20306273,3,node
230659430,3,node
230659445,3,node
230523246,2,node
232431929,2,node
230578938,2,node
230645825,3,node
230649124,2,node
230434020,2,node
232034946,2,node
230438483,2,node
230349222,3,node
232696994,3,node
230602580,2,node
232359151,2,node
39915271,3,node
230465378,2,node
230465367,2,node
232348838,3,node
36412430,3,node
87823739,3,node
230425996,3,node
230425992,3,node
234075335,2,node
75604061,3,node
232068046,3,node
230524593,3,node
230524524,3,node
28177105,3,node
22128620,3,node
230420824,3,node
75197702,3,node
3874964,2,node
3912536,2,node
230877155,2,node
232009687,3,node
230411347,3,node
232433655,3,node
2760789,3,node
232470480,3,node
230519603,3,node
73738963,3,node
230400468,3,node
230400467,3,node
230652186,3,node
232923173,3,node
232923556,3,node
231992573,3,node
232632920,3,node
232629023,1,node
231573972,2,node
233999928,3,node
230559686,3,node
230595373,2,node
63006056,2,node
233599183,3,node
232423723,3,node
18981892,3,node
230537131,3,node
231492487,3,node
232903605,2,node
230552340,2,node
232008165,2,node
230438538,2,node
76866745,3,node
230531543,3,node
230451706,3,node
63437050,3,node
230408898,3,node
30469907,3,node
230455943,3,node
32477885,3,node
230540700,3,node
195231797,3,node
230468041,2,node
230397485,3,node
21696454,2,node
75597421,2,node
230414067,3,node
232339516,3,node
230555001,2,node
230452758,3,node
76627599,3,node
232443614,2,node
232448385,2,node
5294829,3,node
65784644,3,node
230530349,3,node
75604072,3,node
230414055,2,node
232009696,3,node
232009699,2,node
37232631,3,node
232031833,3,node
232655975,3,node
60492027,2,node
230530338,3,node
230404561,3,node
230454327,3,node
230454323,3,node
230531169,3,node
1874227,3,node
232000582,3,node
230339661,3,node
10506205,3,node
10288849,3,node
232403821,3,node
82124528,3,node
232432894,3,node
205317238,3,node
230542752,3,node
23312717,3,node
230653312,3,node
230586278,3,node
232377110,3,node
230550396,2,node
18907280,3,node
230612860,2,node
28261907,3,node
230465374,2,node
10872471,3,node
230649123,3,node
232022462,3,node
232468551,3,node
230404574,2,node
230404572,2,node
76864767,3,node
232380264,3,node
232380263,3,node
230599952,3,node
